transaction_id,transaction_item_id,request_type,request_method,suggestion_offered,suggestion_accepted,extracted_phrase,nlp_confidence,nlp_model_version,processing_timestamp,raw_nlp_output,extracted_entities,created_at
479,1435,unbranded,indirect,True,True,radio,0.88,gpt-4-turbo,2025-05-12 12:02:02,{'raw': 'Maintain some report no production improve.'},{'entity': 'national'},2025-06-20 05:20:17
479,1436,branded,indirect,True,True,whether,0.76,gpt-4-turbo,2025-01-05 05:22:55,{'raw': 'Their common watch rather.'},{'entity': 'especially'},2025-02-13 08:34:35
479,1437,unbranded,indirect,True,False,throughout,0.9,gpt-4-turbo,2025-02-18 07:15:19,{'raw': 'Drive ok military trade forward.'},{'entity': 'school'},2025-02-13 20:33:39
480,1438,unsure,verbal,False,False,include,0.92,gpt-4-turbo,2025-01-24 08:02:02,{'raw': 'Program suddenly send light generation amount.'},{'entity': 'yet'},2025-02-11 19:17:12
480,1440,branded,indirect,False,False,fight,0.91,gpt-4-turbo,2025-05-25 07:10:38,{'raw': 'Simple marriage center success analysis anyone color else.'},{'entity': 'let'},2025-03-11 16:11:46
481,1442,unsure,verbal,False,True,factor,0.8,gpt-4-turbo,2025-04-18 04:50:47,{'raw': 'Free building clear design them social above.'},{'entity': 'become'},2025-03-18 08:59:56
481,1443,branded,verbal,False,False,economic,0.98,gpt-4-turbo,2025-01-21 20:37:43,{'raw': 'Chair defense admit choice key sound cover.'},{'entity': 'develop'},2025-04-15 20:13:29
482,1446,unbranded,verbal,True,True,door,0.66,gpt-4-turbo,2025-04-05 09:54:56,{'raw': 'Should many threat.'},{'entity': 'blue'},2025-01-18 04:20:42
483,1448,branded,indirect,False,True,peace,0.63,gpt-4-turbo,2025-02-11 04:24:51,{'raw': 'Under government tell class cover should remain.'},{'entity': 'its'},2025-03-18 13:29:10
483,1449,unsure,verbal,False,False,life,0.68,gpt-4-turbo,2025-02-25 19:51:49,{'raw': 'These paper oil political individual front.'},{'entity': 'such'},2025-03-06 17:35:47
484,1452,unsure,verbal,True,True,author,0.93,gpt-4-turbo,2025-06-17 03:41:16,{'raw': 'Cold hard fall.'},{'entity': 'hour'},2025-05-09 08:13:45
485,1453,branded,indirect,True,False,happen,0.78,gpt-4-turbo,2025-01-29 04:36:10,{'raw': 'Face sure with break risk theory race.'},{'entity': 'population'},2025-01-15 03:57:24
485,1454,unbranded,pointing,False,False,first,0.88,gpt-4-turbo,2025-03-26 09:21:40,{'raw': 'Citizen despite address.'},{'entity': 'remain'},2025-01-10 22:59:28
486,1456,unbranded,verbal,True,True,rather,0.89,gpt-4-turbo,2025-04-06 20:28:36,{'raw': 'Apply discuss treatment age.'},{'entity': 'support'},2025-01-02 06:11:38
486,1458,unsure,verbal,True,False,table,0.92,gpt-4-turbo,2025-01-28 10:06:29,{'raw': 'Movie movement executive girl reflect.'},{'entity': 'something'},2025-02-21 12:58:36
487,1459,unbranded,indirect,True,True,almost,0.97,gpt-4-turbo,2025-02-09 00:15:27,{'raw': 'Image effort produce now serve past safe in.'},{'entity': 'project'},2025-04-26 22:08:55
487,1461,branded,pointing,True,False,thank,0.65,gpt-4-turbo,2025-06-11 20:59:41,{'raw': 'Perhaps draw better.'},{'entity': 'machine'},2025-02-21 11:34:13
488,1463,unbranded,verbal,False,False,pressure,0.73,gpt-4-turbo,2025-04-05 15:20:42,{'raw': 'Off smile believe Mrs enjoy.'},{'entity': 'experience'},2025-03-28 07:34:03
488,1464,branded,indirect,True,True,after,0.87,gpt-4-turbo,2025-03-12 01:58:10,{'raw': 'Poor point reduce phone learn.'},{'entity': 'dream'},2025-04-03 15:20:05
489,1466,unbranded,indirect,True,False,apply,1.0,gpt-4-turbo,2025-05-23 21:59:47,{'raw': 'Spring record magazine their forward.'},{'entity': 'pay'},2025-01-07 21:39:48
489,1467,unbranded,pointing,False,True,less,0.83,gpt-4-turbo,2025-05-18 06:44:45,{'raw': 'Nearly like still sure field.'},{'entity': 'before'},2025-05-18 14:46:42
490,1469,unsure,verbal,False,True,low,0.97,gpt-4-turbo,2025-05-23 12:06:48,{'raw': 'Whole recent drive maybe require maintain.'},{'entity': 'third'},2025-05-19 21:17:19
491,1471,unsure,indirect,True,False,have,0.66,gpt-4-turbo,2025-05-05 01:34:28,{'raw': 'White third student fact safe whom.'},{'entity': 'wonder'},2025-02-22 19:26:01
491,1472,unsure,verbal,False,True,hand,0.92,gpt-4-turbo,2025-02-08 17:20:59,{'raw': 'Bad performance young main.'},{'entity': 'little'},2025-05-16 12:28:04
491,1473,branded,indirect,True,False,network,0.88,gpt-4-turbo,2025-04-16 21:43:38,{'raw': 'Major sound big attack although couple.'},{'entity': 'degree'},2025-06-07 19:59:25
492,1474,unbranded,indirect,False,True,available,0.67,gpt-4-turbo,2025-01-17 03:03:20,{'raw': 'Energy hair near behavior miss offer.'},{'entity': 'recently'},2025-06-02 09:19:06
493,1477,branded,indirect,False,True,drop,0.89,gpt-4-turbo,2025-02-13 20:58:04,{'raw': 'Congress and street fine single budget each help.'},{'entity': 'early'},2025-04-13 05:41:12
493,1479,unbranded,pointing,True,False,buy,0.73,gpt-4-turbo,2025-01-04 07:13:17,{'raw': 'Song them marriage behind must poor key.'},{'entity': 'understand'},2025-06-03 10:06:46
494,1481,branded,indirect,True,True,agency,0.78,gpt-4-turbo,2025-01-07 14:11:43,{'raw': 'Manager investment walk star.'},{'entity': 'agency'},2025-06-09 08:07:38
495,1483,unsure,indirect,False,True,generation,0.74,gpt-4-turbo,2025-04-26 15:17:57,{'raw': 'Especially more news.'},{'entity': 'organization'},2025-03-19 03:33:51
495,1484,branded,pointing,True,True,budget,0.72,gpt-4-turbo,2025-04-30 01:26:21,{'raw': 'I begin evening grow page PM.'},{'entity': 'mention'},2025-03-12 09:11:22
495,1485,unbranded,verbal,True,True,again,0.61,gpt-4-turbo,2025-03-16 16:14:56,{'raw': 'Them indicate tough allow quality choice.'},{'entity': 'some'},2025-01-16 06:40:21
496,1486,unbranded,indirect,False,False,model,0.73,gpt-4-turbo,2025-01-02 09:51:20,{'raw': 'Music behavior woman they bank.'},{'entity': 'partner'},2025-03-14 00:36:24
496,1488,unsure,pointing,True,True,relate,0.83,gpt-4-turbo,2025-01-17 08:37:10,{'raw': 'Skill seven also decision side.'},{'entity': 'tax'},2025-01-14 13:15:14
497,1489,branded,pointing,True,True,several,0.93,gpt-4-turbo,2025-02-14 15:27:58,{'raw': 'Exactly much key have discussion ever notice skin.'},{'entity': 'store'},2025-02-24 20:37:03
497,1490,unsure,indirect,False,False,Democrat,0.68,gpt-4-turbo,2025-01-21 16:59:49,{'raw': 'School someone dog speech.'},{'entity': 'scene'},2025-03-29 18:21:15
498,1492,unbranded,verbal,False,False,quite,0.71,gpt-4-turbo,2025-02-06 17:19:58,{'raw': 'Both whatever factor crime pass spend wait personal.'},{'entity': 'agent'},2025-02-07 20:47:30
498,1493,unsure,indirect,False,True,catch,0.68,gpt-4-turbo,2025-03-22 04:57:02,{'raw': 'Surface measure agreement become personal others.'},{'entity': 'study'},2025-01-17 21:39:40
498,1494,unsure,pointing,False,False,information,0.75,gpt-4-turbo,2025-04-02 01:05:14,{'raw': 'Field knowledge thing maintain trade.'},{'entity': 'blue'},2025-02-07 07:51:02
499,1496,branded,indirect,True,False,explain,0.7,gpt-4-turbo,2025-05-06 21:22:02,{'raw': 'Turn their because play determine only fire from.'},{'entity': 'ten'},2025-06-07 19:17:57
499,1497,branded,pointing,True,False,wait,0.83,gpt-4-turbo,2025-03-15 20:15:31,{'raw': 'Smile green speech money green nor should age.'},{'entity': 'against'},2025-06-17 23:04:10
500,1499,branded,verbal,False,True,still,0.91,gpt-4-turbo,2025-03-27 18:11:27,{'raw': 'Window old discover call dog.'},{'entity': 'much'},2025-04-24 21:25:22
500,1500,unbranded,pointing,False,False,century,0.65,gpt-4-turbo,2025-06-16 00:39:19,{'raw': 'Condition build dark herself college no collection rather.'},{'entity': 'still'},2025-06-13 20:41:26
501,1502,unbranded,pointing,False,False,common,0.93,gpt-4-turbo,2025-01-14 04:47:09,{'raw': 'Another wind finish lay.'},{'entity': 'score'},2025-02-05 22:07:20
501,1503,unsure,pointing,True,True,find,0.83,gpt-4-turbo,2025-03-28 22:13:35,{'raw': 'Identify once let back.'},{'entity': 'behavior'},2025-01-24 20:41:51
502,1504,unbranded,indirect,False,True,set,0.82,gpt-4-turbo,2025-04-30 17:08:50,{'raw': 'Ready perform term policy.'},{'entity': 'then'},2025-03-23 23:24:15
502,1505,unsure,verbal,False,False,study,0.94,gpt-4-turbo,2025-02-12 06:15:42,{'raw': 'Worry worker factor.'},{'entity': 'big'},2025-03-18 17:03:50
503,1507,unsure,pointing,False,True,ahead,0.66,gpt-4-turbo,2025-01-16 17:15:16,{'raw': 'Put before bring election strategy computer course.'},{'entity': 'mission'},2025-04-23 07:21:15
503,1509,branded,verbal,True,True,sound,0.6,gpt-4-turbo,2025-04-29 13:26:02,{'raw': 'Fall executive opportunity peace kind indicate.'},{'entity': 'capital'},2025-06-15 16:30:15
504,1510,unsure,pointing,True,True,treatment,0.67,gpt-4-turbo,2025-02-01 21:22:28,{'raw': 'Officer suffer officer professor.'},{'entity': 'three'},2025-01-31 21:55:32
504,1512,unsure,verbal,False,False,direction,0.84,gpt-4-turbo,2025-06-20 04:11:59,{'raw': 'Evidence recent high let way practice.'},{'entity': 'alone'},2025-02-22 22:05:33
505,1513,unsure,verbal,True,False,any,0.71,gpt-4-turbo,2025-04-12 12:00:42,{'raw': 'Writer return finally continue require discover.'},{'entity': 'concern'},2025-03-18 21:55:18
505,1514,unbranded,pointing,False,True,anyone,0.64,gpt-4-turbo,2025-05-27 08:52:55,{'raw': 'Beat vote future together clear.'},{'entity': 'Democrat'},2025-02-15 17:45:18
505,1515,unsure,verbal,False,True,protect,0.61,gpt-4-turbo,2025-04-20 16:38:02,{'raw': 'Huge pattern education us across fact enough thousand.'},{'entity': 'minute'},2025-03-07 13:00:35
506,1516,branded,verbal,False,False,drop,0.62,gpt-4-turbo,2025-05-16 10:08:42,{'raw': 'Man sit player person.'},{'entity': 'several'},2025-05-27 11:53:30
506,1517,unbranded,pointing,False,False,state,0.6,gpt-4-turbo,2025-01-17 04:07:28,{'raw': 'Theory full indicate gas resource actually economic.'},{'entity': 'interesting'},2025-04-10 16:15:12
506,1518,unsure,pointing,True,True,collection,0.6,gpt-4-turbo,2025-02-24 07:41:02,{'raw': 'Forward such network drop.'},{'entity': 'cold'},2025-02-01 08:40:21
507,1520,branded,verbal,True,True,seat,0.92,gpt-4-turbo,2025-03-14 11:22:08,{'raw': 'Floor important budget black door left.'},{'entity': 'another'},2025-04-07 02:08:14
508,1523,unsure,pointing,True,True,challenge,0.76,gpt-4-turbo,2025-01-26 20:17:09,{'raw': 'Glass bring special section manager seat yes everyone.'},{'entity': 'garden'},2025-03-27 14:29:21
508,1524,unbranded,pointing,False,False,effort,0.75,gpt-4-turbo,2025-04-28 22:41:28,{'raw': 'Marriage agreement sound money.'},{'entity': 'part'},2025-03-13 09:19:24
509,1525,unsure,pointing,False,True,forward,0.72,gpt-4-turbo,2025-02-08 17:02:58,{'raw': 'Middle both alone get charge.'},{'entity': 'population'},2025-03-12 21:13:30
509,1526,unsure,indirect,True,True,talk,0.89,gpt-4-turbo,2025-01-11 17:41:59,{'raw': 'Network leader call behavior hold.'},{'entity': 'nature'},2025-02-24 17:57:52
509,1527,branded,indirect,True,True,father,0.78,gpt-4-turbo,2025-01-10 07:06:02,{'raw': 'Thank help sea mind think range effect.'},{'entity': 'wait'},2025-01-10 09:47:13
510,1529,branded,indirect,True,True,or,0.89,gpt-4-turbo,2025-04-22 21:51:06,{'raw': 'Individual time mean financial five.'},{'entity': 'audience'},2025-05-05 00:09:52
510,1530,unsure,verbal,True,False,another,0.81,gpt-4-turbo,2025-06-01 07:15:55,{'raw': 'Blue half the draw.'},{'entity': 'age'},2025-03-21 08:42:48
511,1531,unsure,pointing,True,False,really,0.64,gpt-4-turbo,2025-03-24 06:55:45,{'raw': 'Task address however some.'},{'entity': 'win'},2025-05-24 19:17:07
511,1532,branded,indirect,True,False,reduce,0.83,gpt-4-turbo,2025-05-15 18:55:53,{'raw': 'When contain actually follow image.'},{'entity': 'despite'},2025-05-03 03:18:29
512,1535,unsure,pointing,False,True,marriage,0.85,gpt-4-turbo,2025-03-16 02:27:40,{'raw': 'Scene firm little laugh few me.'},{'entity': 'project'},2025-03-23 21:59:48
513,1538,branded,verbal,True,True,rest,0.72,gpt-4-turbo,2025-06-18 05:49:12,{'raw': 'Mention evening get executive during.'},{'entity': 'church'},2025-03-05 04:32:21
513,1539,unbranded,indirect,True,True,enjoy,0.99,gpt-4-turbo,2025-04-29 00:22:10,{'raw': 'Push have trip special more.'},{'entity': 'partner'},2025-06-02 05:57:52
514,1540,branded,pointing,True,True,everyone,0.89,gpt-4-turbo,2025-04-06 21:07:21,{'raw': 'Share call president then miss.'},{'entity': 'program'},2025-04-10 01:00:54
514,1541,branded,pointing,False,False,space,0.63,gpt-4-turbo,2025-06-16 19:54:34,{'raw': 'Down room piece Democrat Mrs week minute.'},{'entity': 'able'},2025-05-04 16:47:45
514,1542,unsure,verbal,True,True,yes,0.78,gpt-4-turbo,2025-03-04 05:41:22,{'raw': 'House significant baby product although value.'},{'entity': 'high'},2025-06-12 14:14:56
515,1544,branded,pointing,True,False,point,0.97,gpt-4-turbo,2025-06-02 02:50:12,{'raw': 'Present walk young happy similar.'},{'entity': 'live'},2025-01-17 05:44:55
515,1545,unbranded,indirect,False,False,pretty,0.78,gpt-4-turbo,2025-05-26 13:45:57,{'raw': 'Until ground from management father issue.'},{'entity': 'manage'},2025-04-11 04:27:06
516,1546,unsure,pointing,False,False,war,0.73,gpt-4-turbo,2025-05-21 00:14:44,{'raw': 'First talk remain how address picture daughter.'},{'entity': 'poor'},2025-06-17 21:27:58
516,1548,unsure,indirect,False,True,school,0.83,gpt-4-turbo,2025-06-02 15:42:24,{'raw': 'Why claim measure policy.'},{'entity': 'modern'},2025-02-03 20:40:57
517,1549,unsure,indirect,False,False,fast,0.64,gpt-4-turbo,2025-04-29 20:44:35,{'raw': 'Bring from car prevent also grow effect base.'},{'entity': 'bed'},2025-04-18 23:01:01
517,1551,branded,verbal,True,True,bring,0.85,gpt-4-turbo,2025-02-06 23:47:52,{'raw': 'Spring generation energy end pass.'},{'entity': 'within'},2025-04-10 17:02:02
518,1552,unsure,indirect,False,False,enjoy,0.91,gpt-4-turbo,2025-01-15 10:31:24,{'raw': 'About guess father require table unit read.'},{'entity': 'way'},2025-01-05 14:26:12
518,1553,unsure,pointing,True,False,process,0.68,gpt-4-turbo,2025-04-24 17:15:43,{'raw': 'Example rich service Congress end big over.'},{'entity': 'Democrat'},2025-02-22 20:17:05
519,1555,unbranded,verbal,True,False,across,0.69,gpt-4-turbo,2025-04-24 10:45:20,{'raw': 'On stuff data police alone.'},{'entity': 'city'},2025-04-24 03:29:19
519,1556,unsure,pointing,False,False,leader,0.64,gpt-4-turbo,2025-05-09 07:51:55,{'raw': 'Note PM imagine win enough decision.'},{'entity': 'yes'},2025-06-08 15:16:52
520,1558,unbranded,verbal,False,True,week,0.92,gpt-4-turbo,2025-06-16 09:35:23,{'raw': 'Administration civil guy.'},{'entity': 'position'},2025-02-27 04:52:53
520,1559,unsure,verbal,True,False,charge,0.95,gpt-4-turbo,2025-05-05 06:12:52,{'raw': 'Particularly then involve participant behavior.'},{'entity': 'long'},2025-01-06 06:11:54
520,1560,unbranded,indirect,False,False,training,0.85,gpt-4-turbo,2025-02-13 08:57:36,{'raw': 'Pm control marriage administration.'},{'entity': 'nice'},2025-04-18 21:23:39
521,1562,unbranded,pointing,True,False,central,0.97,gpt-4-turbo,2025-06-16 15:12:45,{'raw': 'Daughter tax community top this subject young.'},{'entity': 'amount'},2025-03-22 00:57:46
522,1564,unsure,pointing,False,True,current,0.85,gpt-4-turbo,2025-06-19 05:17:37,{'raw': 'Television may consumer politics.'},{'entity': 'together'},2025-04-27 20:31:13
522,1565,unbranded,verbal,False,True,hot,0.75,gpt-4-turbo,2025-01-13 21:08:21,{'raw': 'Six so wear relate not find type church.'},{'entity': 'central'},2025-04-10 21:25:06
523,1568,unsure,verbal,False,False,recent,0.76,gpt-4-turbo,2025-06-18 14:15:53,{'raw': 'Look article like project blood.'},{'entity': 'cut'},2025-05-25 16:04:11
524,1571,unbranded,indirect,True,True,identify,0.65,gpt-4-turbo,2025-05-03 04:01:31,{'raw': 'Page work message mother.'},{'entity': 'idea'},2025-01-28 05:58:16
525,1573,unsure,pointing,False,False,skin,0.85,gpt-4-turbo,2025-01-09 09:31:04,{'raw': 'But relate arm into popular health.'},{'entity': 'writer'},2025-03-19 02:33:39
525,1574,unbranded,pointing,False,False,pull,0.84,gpt-4-turbo,2025-04-01 02:06:08,{'raw': 'Learn present myself discuss thought.'},{'entity': 'protect'},2025-01-31 13:26:51
525,1575,branded,verbal,False,True,prevent,0.76,gpt-4-turbo,2025-06-10 17:19:27,{'raw': 'Member win join father.'},{'entity': 'pretty'},2025-01-18 15:25:47
526,1577,unbranded,verbal,True,True,night,0.89,gpt-4-turbo,2025-05-03 08:45:10,{'raw': 'Mind star identify occur middle.'},{'entity': 'my'},2025-02-06 01:47:15
526,1578,branded,pointing,True,True,tend,0.76,gpt-4-turbo,2025-04-24 07:24:02,{'raw': 'Child first four.'},{'entity': 'stop'},2025-02-25 07:33:08
527,1579,branded,verbal,False,True,fall,0.71,gpt-4-turbo,2025-01-07 08:44:03,{'raw': 'Republican prevent available line.'},{'entity': 'save'},2025-02-13 12:55:53
527,1580,unsure,verbal,False,False,help,0.89,gpt-4-turbo,2025-01-09 15:06:05,{'raw': 'Over note teacher dog administration section.'},{'entity': 'card'},2025-05-17 12:16:39
527,1581,unsure,pointing,True,True,consider,0.83,gpt-4-turbo,2025-01-21 23:36:35,{'raw': 'Service spend appear realize although left structure.'},{'entity': 'thank'},2025-01-17 03:11:57
528,1584,branded,indirect,True,True,realize,0.77,gpt-4-turbo,2025-03-31 11:38:56,{'raw': 'Say single such relationship course everything style region.'},{'entity': 'center'},2025-06-03 16:39:00
529,1585,branded,verbal,False,False,daughter,0.79,gpt-4-turbo,2025-02-12 12:43:32,{'raw': 'Sense process human newspaper gas.'},{'entity': 'listen'},2025-03-23 18:26:21
529,1586,branded,verbal,True,False,growth,0.95,gpt-4-turbo,2025-02-10 21:43:02,{'raw': 'However him treat involve.'},{'entity': 'clear'},2025-02-10 01:45:13
531,1591,unbranded,pointing,False,False,own,0.85,gpt-4-turbo,2025-03-08 00:58:58,{'raw': 'Bill not baby beyond.'},{'entity': 'head'},2025-02-08 21:57:49
531,1593,branded,verbal,False,True,stage,0.84,gpt-4-turbo,2025-02-10 23:44:56,{'raw': 'Also bar despite institution.'},{'entity': 'peace'},2025-03-19 21:55:39
532,1595,branded,indirect,False,False,word,0.78,gpt-4-turbo,2025-04-28 04:06:24,{'raw': 'Reason check free.'},{'entity': 'rest'},2025-03-21 20:54:54
532,1596,branded,verbal,False,False,anything,0.74,gpt-4-turbo,2025-04-24 14:35:14,{'raw': 'International hotel per job consumer.'},{'entity': 'travel'},2025-03-18 06:33:10
533,1598,unsure,verbal,True,False,best,0.91,gpt-4-turbo,2025-06-14 06:05:19,{'raw': 'Few few show wonder own even college green.'},{'entity': 'everything'},2025-03-25 10:19:32
533,1599,unsure,indirect,False,False,else,0.99,gpt-4-turbo,2025-06-03 14:49:00,{'raw': 'Police most over.'},{'entity': 'response'},2025-01-11 00:35:29
534,1600,branded,pointing,False,True,upon,0.8,gpt-4-turbo,2025-02-11 00:08:52,{'raw': 'Sound tend evening next agent vote bad.'},{'entity': 'manage'},2025-03-11 17:11:30
535,1603,unbranded,verbal,True,False,respond,0.6,gpt-4-turbo,2025-04-23 10:18:28,{'raw': 'Network what position success this oil course.'},{'entity': 'much'},2025-04-22 15:08:51
535,1605,unbranded,indirect,True,True,choice,0.74,gpt-4-turbo,2025-06-05 17:21:45,{'raw': 'Institution laugh lot term final power.'},{'entity': 'development'},2025-06-10 23:03:12
536,1607,unsure,verbal,False,False,especially,0.63,gpt-4-turbo,2025-04-01 15:37:04,{'raw': 'Blood prevent music positive quite college course still.'},{'entity': 'back'},2025-02-28 09:12:33
537,1609,unsure,indirect,True,True,out,0.79,gpt-4-turbo,2025-02-07 20:46:42,{'raw': 'World rock over who.'},{'entity': 'management'},2025-05-16 11:43:59
537,1610,branded,pointing,False,True,between,0.93,gpt-4-turbo,2025-04-06 22:25:07,{'raw': 'Area participant national.'},{'entity': 'growth'},2025-06-11 15:30:47
538,1612,branded,pointing,True,False,sport,0.78,gpt-4-turbo,2025-04-01 05:55:59,{'raw': 'Sometimes rate true hour person position shake.'},{'entity': 'central'},2025-01-06 07:04:09
538,1613,unsure,verbal,False,True,style,0.66,gpt-4-turbo,2025-01-08 07:31:15,{'raw': 'Forget weight police around.'},{'entity': 'heart'},2025-04-03 06:29:07
538,1614,unsure,indirect,False,False,pick,0.84,gpt-4-turbo,2025-02-05 01:08:21,{'raw': 'Sport act next religious.'},{'entity': 'seven'},2025-01-21 11:14:52
539,1615,branded,verbal,True,True,manage,0.72,gpt-4-turbo,2025-02-08 19:07:50,{'raw': 'Present state likely surface.'},{'entity': 'general'},2025-01-14 11:38:50
539,1616,unsure,pointing,False,True,score,0.77,gpt-4-turbo,2025-03-27 03:45:32,{'raw': 'Simply sell player record.'},{'entity': 'here'},2025-02-16 10:13:33
539,1617,branded,verbal,True,True,campaign,0.67,gpt-4-turbo,2025-03-04 18:51:00,{'raw': 'Partner peace material recent always.'},{'entity': 'information'},2025-06-10 08:35:03
540,1620,branded,indirect,True,False,summer,0.97,gpt-4-turbo,2025-04-07 19:05:52,{'raw': 'Grow guess eight likely each green.'},{'entity': 'another'},2025-02-21 20:22:35
541,1622,unsure,pointing,True,True,across,1.0,gpt-4-turbo,2025-01-06 22:12:43,{'raw': 'Sign factor second word where onto do.'},{'entity': 'need'},2025-01-12 05:32:38
542,1624,unsure,verbal,True,False,hit,0.85,gpt-4-turbo,2025-03-14 18:12:03,{'raw': 'Know our popular.'},{'entity': 'hundred'},2025-06-14 03:46:38
542,1625,branded,indirect,False,True,reduce,0.82,gpt-4-turbo,2025-03-02 15:41:41,{'raw': 'Affect lot look view use general.'},{'entity': 'once'},2025-03-17 09:08:12
542,1626,unsure,indirect,False,False,quickly,0.81,gpt-4-turbo,2025-04-14 16:10:30,{'raw': 'Table discuss specific.'},{'entity': 'course'},2025-04-11 06:04:16
543,1627,unbranded,verbal,False,True,authority,0.68,gpt-4-turbo,2025-05-07 19:33:14,{'raw': 'Among pressure would determine.'},{'entity': 'from'},2025-01-22 10:06:32
543,1628,unsure,verbal,False,False,hot,0.79,gpt-4-turbo,2025-05-12 03:51:05,{'raw': 'Record drive future security often performance.'},{'entity': 'well'},2025-06-03 12:30:45
543,1629,unbranded,pointing,False,False,agree,0.62,gpt-4-turbo,2025-04-05 20:14:48,{'raw': 'Score maybe play run rich skin treat lot.'},{'entity': 'teach'},2025-03-03 13:12:50
544,1630,unsure,pointing,True,False,conference,0.75,gpt-4-turbo,2025-06-01 00:13:47,{'raw': 'Act school discussion she.'},{'entity': 'challenge'},2025-01-15 03:57:13
544,1632,branded,verbal,False,False,beyond,0.68,gpt-4-turbo,2025-03-22 23:45:09,{'raw': 'Measure professor claim clear.'},{'entity': 'time'},2025-03-18 00:01:52
545,1634,unsure,indirect,True,False,simply,0.96,gpt-4-turbo,2025-03-01 12:29:30,{'raw': 'North street realize high common hope left where.'},{'entity': 'mention'},2025-02-28 21:56:54
546,1636,unbranded,verbal,True,False,cost,0.96,gpt-4-turbo,2025-06-12 12:05:16,{'raw': 'International ago administration hold.'},{'entity': 'decide'},2025-05-13 17:59:57
546,1638,unsure,verbal,False,False,season,0.83,gpt-4-turbo,2025-01-03 23:41:30,{'raw': 'Possible include unit husband.'},{'entity': 'free'},2025-01-18 00:24:56
548,1642,unbranded,pointing,False,False,along,0.74,gpt-4-turbo,2025-02-20 05:05:34,{'raw': 'Might mouth both.'},{'entity': 'common'},2025-03-05 14:31:48
548,1643,unsure,verbal,True,False,check,0.89,gpt-4-turbo,2025-03-15 22:54:13,{'raw': 'Exactly surface early growth meeting significant.'},{'entity': 'pick'},2025-05-29 05:47:33
549,1645,unbranded,pointing,True,True,far,0.6,gpt-4-turbo,2025-06-10 23:45:41,{'raw': 'Perhaps grow eye keep.'},{'entity': 'stay'},2025-05-11 09:55:35
549,1646,unbranded,verbal,False,True,plant,0.62,gpt-4-turbo,2025-05-24 06:38:24,{'raw': 'Body sense those become small hospital.'},{'entity': 'arm'},2025-02-25 03:12:52
549,1647,branded,verbal,True,False,nice,0.83,gpt-4-turbo,2025-01-20 14:04:15,{'raw': 'With determine show range even white.'},{'entity': 'indicate'},2025-05-14 17:00:01
550,1648,unsure,pointing,True,False,experience,0.94,gpt-4-turbo,2025-04-02 10:18:08,{'raw': 'Speech exist serve near their century model.'},{'entity': 'year'},2025-01-06 09:36:47
551,1651,branded,verbal,True,True,reflect,0.8,gpt-4-turbo,2025-03-31 18:40:09,{'raw': 'Paper phone your grow provide although himself.'},{'entity': 'story'},2025-03-07 02:15:55
551,1652,branded,indirect,False,True,visit,0.95,gpt-4-turbo,2025-01-27 16:32:20,{'raw': 'End certain happy.'},{'entity': 'common'},2025-03-23 08:17:59
551,1653,unsure,pointing,False,False,nature,0.6,gpt-4-turbo,2025-04-06 01:37:42,{'raw': 'Manager identify value game.'},{'entity': 'key'},2025-01-23 11:23:50
552,1656,unsure,indirect,False,True,medical,0.86,gpt-4-turbo,2025-04-18 14:35:59,{'raw': 'Night program wish hit begin necessary.'},{'entity': 'sing'},2025-06-01 17:45:56
553,1657,unbranded,verbal,True,False,fine,0.77,gpt-4-turbo,2025-01-30 04:58:11,{'raw': 'Stop trouble wear every perform moment red continue.'},{'entity': 'above'},2025-05-28 10:18:18
553,1658,unsure,indirect,False,True,scene,0.9,gpt-4-turbo,2025-01-11 15:59:12,{'raw': 'Pressure strong risk democratic world.'},{'entity': 'why'},2025-03-12 10:17:37
553,1659,unsure,verbal,True,True,brother,0.66,gpt-4-turbo,2025-01-16 13:31:14,{'raw': 'Play section process story hear thus find this.'},{'entity': 'summer'},2025-02-05 12:24:46
554,1660,branded,pointing,False,False,first,0.88,gpt-4-turbo,2025-05-19 08:54:01,{'raw': 'Policy likely put Mrs.'},{'entity': 'especially'},2025-05-18 13:57:40
554,1661,unsure,pointing,True,True,cause,0.82,gpt-4-turbo,2025-05-20 22:15:01,{'raw': 'Rule recent describe us inside table ask.'},{'entity': 'result'},2025-01-23 11:33:10
554,1662,branded,indirect,False,True,for,0.61,gpt-4-turbo,2025-06-07 02:46:37,{'raw': 'Partner some remain authority four.'},{'entity': 'rock'},2025-03-08 13:12:00
555,1663,unsure,pointing,False,False,modern,0.99,gpt-4-turbo,2025-02-06 14:10:07,{'raw': 'Tonight week show.'},{'entity': 'than'},2025-03-03 18:35:05
556,1667,unsure,pointing,True,False,hot,0.88,gpt-4-turbo,2025-05-04 23:45:08,{'raw': 'Might agree PM job remain method.'},{'entity': 'not'},2025-01-18 14:38:52
556,1668,unsure,pointing,False,False,wide,0.87,gpt-4-turbo,2025-03-18 08:23:27,{'raw': 'Their spend audience church who threat new north.'},{'entity': 'pull'},2025-05-31 11:43:33
557,1670,unbranded,pointing,False,True,truth,0.82,gpt-4-turbo,2025-05-10 20:55:12,{'raw': 'Yard law better day traditional body its.'},{'entity': 'country'},2025-05-02 06:02:47
557,1671,unsure,indirect,False,True,avoid,0.95,gpt-4-turbo,2025-04-23 15:35:24,{'raw': 'Measure since notice lot fund.'},{'entity': 'black'},2025-02-25 02:54:56
